LUGAR,FECHA_HECHOS,LOCALIDAD,BARRIO_HECHOS,ARTICULO,EDAD,CAPITULO,NÚMERO_COMPORTAMIENTO,AÑO_NUM
BUCARAMANGA - CM,11/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,41,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,13/02/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,34,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,13/12/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2021
BUCARAMANGA - CM,13/12/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2021
BUCARAMANGA - CM,27/08/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,27/08/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,27/08/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,07/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,07/08/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,18,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2021
BUCARAMANGA - CM,07/08/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2021
BUCARAMANGA - CM,10/05/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,11/05/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,13/05/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,20/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2021
BUCARAMANGA - CM,22/02/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,20/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,40,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2021
BUCARAMANGA - CM,21/03/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,44,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,26/12/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 7,2021
BUCARAMANGA - CM,26/12/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,36,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,26/12/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,48,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,09/06/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2021
BUCARAMANGA - CM,09/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,11/07/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,16/04/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,51,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,20/08/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,40,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,20/08/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,25/07/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,27/06/2021,02. NORORIENTAL,LA INDEPENDENCIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,28/04/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,29/04/2021,03. SAN FRANCISCO,ALARCON,Art. 95 - Comportamientos que afectan la seguridad de las personas y sus bienes relacionados con equipos terminales móviles,39,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),Num. 1,2021
BUCARAMANGA - CM,30/03/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,03/09/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,47,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2021
BUCARAMANGA - CM,04/08/2021,02. NORORIENTAL,LA INDEPENDENCIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,43,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2021
BUCARAMANGA - CM,10/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,11/07/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,56,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,11/07/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,28,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,17/03/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,21/04/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,21/04/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,22/02/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,24/02/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,27/07/2021,03. SAN FRANCISCO,MODELO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,28/02/2021,02. NORORIENTAL,LA INDEPENDENCIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,28,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,28/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,28/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,31/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,31,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,11/05/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,12/05/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,26/09/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,05/10/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,08/08/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,09/02/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,10/02/2021,03. SAN FRANCISCO,PUERTORICO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2021
BUCARAMANGA - CM,10/07/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,11/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,12/02/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,12/07/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 5,2021
BUCARAMANGA - CM,12/07/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2021
BUCARAMANGA - CM,20/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,28/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,29,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,29/07/2021,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,29/12/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2021
BUCARAMANGA - CM,29/12/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,01/02/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/02/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/02/2021,04. OCCIDENTAL,GRANADA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/02/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/02/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/02/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,43,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,28,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/04/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,30,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/05/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/07/2021,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,35,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,01/07/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,38,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/09/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,34,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/09/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/10/2021,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,38,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2021
BUCARAMANGA - CM,01/10/2021,03. SAN FRANCISCO,ALARCON,Art. 95 - Comportamientos que afectan la seguridad de las personas y sus bienes relacionados con equipos terminales móviles,38,Cap. 4 - DE LA SEGURIDAD DE LOS EQUIPOS TERMINALES MÓVILES Y/O TARJETAS SIMCARD (IMSI),Num. 1,2021
BUCARAMANGA - CM,01/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/11/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/11/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/11/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/11/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,01/12/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,02/02/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/03/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,60,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/03/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/03/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,34,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/03/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,53,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/03/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/04/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/05/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/07/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,02/07/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,30,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,02/07/2021,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2021
BUCARAMANGA - CM,02/07/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,43,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,41,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/09/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,02/10/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/10/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,17,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/12/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,41,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/12/2021,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,47,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2021
BUCARAMANGA - CM,02/12/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/12/2021,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
BUCARAMANGA - CM,02/12/2021,03. SAN FRANCISCO,LA UNIVERSIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,36,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2021
